serie,site,zone,TipoDeArea,transect,latitud,estacion,year,profundidad (m),temperatura celsius,hora_num_util,familia,especie,grupo_funcional,grupo_trofico,forrajeo_hr,PF_hr,estado,,,,,,
GH010310,Las Cruces,Central,AMCP,3,-33.495009,,2022,NiD,NiD,0.469666667,Bovichtidae,Bovichtus chilensis,Movile invertivore,Carnivoro,1.064584812,0.026646208,COMPLETO,,,,,,
GH010819B,Cobquecura,Sur Centro,AMERB,4,-28.553365,,2024,10.9,11.6,0.622166667,NaN,NaN,NaN,Carnivoro,0,0,COMPLETO,,,,,,
GH010819B,Cobquecura,Sur Centro,AMERB,4,-28.553365,,2024,10.9,11.6,0.622166667,NaN,NaN,NaN,Herbivoro,0,0,COMPLETO,,,,,,
GX010092,Las Cruces,Central,AMCP,3,-33.495009,winter,2022,11.1,14,0.469666667,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,1.064584812,0.778955875,COMPLETO,,,,,,
GX010092,Las Cruces,Central,AMCP,3,-33.495009,winter,2022,11.1,14,0.469666667,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,2.129169624,1.822672413,COMPLETO,,,,,,
GX010092,Las Cruces,Central,AMCP,3,-33.495009,winter,2022,11.1,14,0.469666667,Blenidae,Scartichthys viridis,Benthic Omnivore,Herbivoro,12.77501774,0.438701972,COMPLETO,,,,,,
GX010092,Las Cruces,Central,AMCP,3,-33.495009,winter,2022,11.1,14,0.469666667,Blenidae,Scartichthys viridis,Benthic Omnivore,Herbivoro,5.32292406,0.182792488,COMPLETO,,,,,,
GX010092,Las Cruces,Central,AMCP,3,-33.495009,winter,2022,11.1,14,0.469666667,Blenidae,Scartichthys viridis,Benthic Omnivore,Herbivoro,1.064584812,0.025797456,COMPLETO,,,,,,
GX010092,Las Cruces,Central,AMCP,3,-33.495009,winter,2022,11.1,14,0.469666667,Blenidae,Scartichthys viridis,Benthic Omnivore,Herbivoro,8.516678495,0.206379645,COMPLETO,,,,,,
GX010092,Las Cruces,Central,AMCP,3,-33.495009,winter,2022,11.1,14,0.469666667,Blenidae,Scartichthys viridis,Benthic Omnivore,Herbivoro,2.129169624,0.051594911,COMPLETO,,,,,,
GX010092,Las Cruces,Central,AMCP,3,-33.495009,winter,2022,11.1,14,0.469666667,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,3.193754436,1.133671805,COMPLETO,,,,,,
GX010092,Las Cruces,Central,AMCP,3,-33.495009,winter,2022,11.1,14,0.469666667,Blenidae,Scartichthys viridis,Benthic Omnivore,Herbivoro,1.064584812,0.025797456,COMPLETO,,,,,,
GX010092,Las Cruces,Central,AMCP,3,-33.495009,winter,2022,11.1,14,0.469666667,Blenidae,Scartichthys viridis,Benthic Omnivore,Herbivoro,10.64584812,0.365584977,COMPLETO,,,,,,
GX010092,Las Cruces,Central,AMCP,3,-33.495009,winter,2022,11.1,14,0.469666667,Blenidae,Scartichthys viridis,Benthic Omnivore,Herbivoro,4.258339248,0.146233991,COMPLETO,,,,,,
GX010092,Las Cruces,Central,AMCP,3,-33.495009,winter,2022,11.1,14,0.469666667,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,3.193754436,1.133671805,COMPLETO,,,,,,
GX010092,Las Cruces,Central,AMCP,3,-33.495009,winter,2022,11.1,14,0.469666667,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,6.387508872,2.267343609,COMPLETO,,,,,,
GX010092,Las Cruces,Central,AMCP,3,-33.495009,winter,2022,11.1,14,0.469666667,Blenidae,Scartichthys viridis,Benthic Omnivore,Herbivoro,1.064584812,0.011009262,COMPLETO,,,,,,
GX010092,Las Cruces,Central,AMCP,3,-33.495009,winter,2022,11.1,14,0.469666667,Blenidae,Scartichthys viridis,Benthic Omnivore,Herbivoro,20.22711143,0.694611456,COMPLETO,,,,,,
GX010092,Las Cruces,Central,AMCP,3,-33.495009,winter,2022,11.1,14,0.469666667,Blenidae,Scartichthys viridis,Benthic Omnivore,Herbivoro,1.064584812,0.011009262,COMPLETO,,,,,,
GX010092,Las Cruces,Central,AMCP,3,-33.495009,winter,2022,11.1,14,0.469666667,Blenidae,Scartichthys viridis,Benthic Omnivore,Herbivoro,3.193754436,0.033027786,COMPLETO,,,,,,
GX010092,Las Cruces,Central,AMCP,3,-33.495009,winter,2022,11.1,14,0.469666667,Blenidae,Scartichthys viridis,Benthic Omnivore,Herbivoro,3.193754436,0.109675493,COMPLETO,,,,,,
GX010091,Las Cruces,Central,AMCP,,-33.495009,Fall,2022,NiD,NiD,0.412,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,1.213592233,0.430783056,COMPLETO,,,,,,
GX010091,Las Cruces,Central,AMCP,,-33.495009,Fall,2022,NiD,NiD,0.412,Blenidae,Scartichthys viridis,Benthic Omnivore,Herbivoro,6.067961165,0.208377521,COMPLETO,,,,,,
