serie,site,zone ,TipoDeArea,transect,year,especie ,grupo_funcional,grupo_trofico,N_max,indice_biodiversidad,biomasa_especie,estado
GH019708,Ventanas,Central,AMERB,1,2022,Chromis crusma,Planktivore,Planctivoro,2,0.95052291,15.00453861,COMPLETO
GX010363,Chañaral de Aceituno,Norte Centro,ALA,1,2022,Isacia conceptionis ,Omnivore,Omnivoro,7,1.751926411,615.2641278,COMPLETO
GX010363,Chañaral de Aceituno,Norte Centro,ALA,1,2022,Cheilodactylus variegatus,Movile invertivore,Carnivoro,2,1.751926411,574.8153498,COMPLETO
GX010363,Chañaral de Aceituno,Norte Centro,ALA,1,2022,Chromis crusma,Planktivore,Planctivoro,1,1.751926411,24.71160489,COMPLETO
GX010363,Chañaral de Aceituno,Norte Centro,ALA,1,2022,Schroederichthys chilensis,Movile invertivore,Carnivoro,1,1.751926411,777.5637666,COMPLETO
GX010363,Chañaral de Aceituno,Norte Centro,ALA,1,2022,Scartichthys viridis,Benthic Omnivore,Herbivoro,2,1.751926411,30.26080163,COMPLETO
GX010363,Chañaral de Aceituno,Norte Centro,ALA,1,2022,Pinguipes chilensis,General Carnivore ,Carnivoro,6,1.751926411,2207.521908,COMPLETO
GX010363,Chañaral de Aceituno,Norte Centro,ALA,1,2022,Aplodactylus punctatus,Herbivore and Detritivore,Herbivoro,1,1.751926411,215.9540645,COMPLETO
GX010363,Chañaral de Aceituno,Norte Centro,ALA,1,2022,Paralichthys adspersus,General Carnivore ,Carnivoro,1,1.751926411,1108.153474,COMPLETO
GX010364,Chañaral de Aceituno,Norte Centro,ALA,2,2022,Chromis crusma,Planktivore,Planctivoro,1,1.459025717,24.71160489,COMPLETO
GX010364,Chañaral de Aceituno,Norte Centro,ALA,2,2022,Aplodactylus punctatus,Herbivore and Detritivore,Herbivoro,1,1.459025717,771.4147451,COMPLETO
GX010364,Chañaral de Aceituno,Norte Centro,ALA,2,2022,Cheilodactylus variegatus,Movile invertivore,Carnivoro,1,1.459025717,354.9652384,COMPLETO
GX010364,Chañaral de Aceituno,Norte Centro,ALA,2,2022,Pinguipes chilensis,General Carnivore ,Carnivoro,3,1.459025717,905.9560561,COMPLETO
GX010364,Chañaral de Aceituno,Norte Centro,ALA,2,2022,Sebastes oculatus,General Carnivore ,Carnivoro,4,1.459025717,2196.151579,COMPLETO
GH010680,El Canelo,Central,ALA,1,2023,Pinguipes chilensis,General Carnivore ,Carnivoro,2,0.955699891,635.8432245,COMPLETO
GH010680,El Canelo,Central,ALA,1,2023,Aplodactylus punctatus,Herbivore and Detritivore,Herbivoro,1,0.955699891,215.9540645,COMPLETO
GH010680,El Canelo,Central,ALA,1,2023,Chromis crusma,Planktivore,Planctivoro,4,0.955699891,70.63664789,COMPLETO
GH010368,Las Cruces,Central,AMCP,1,2023,Cheilodactylus variegatus,Movile invertivore,Carnivoro,2,1.288252305,1137.818516,COMPLETO
GH010368,Las Cruces,Central,AMCP,1,2023,Scartichthys viridis,Benthic Omnivore,Herbivoro,5,1.288252305,141.5847026,COMPLETO
GH010368,Las Cruces,Central,AMCP,1,2023,Aplodactylus punctatus,Herbivore and Detritivore,Herbivoro,2,1.288252305,1126.77098,COMPLETO
GH010368,Las Cruces,Central,AMCP,1,2023,Pinguipes chilensis,General Carnivore ,Carnivoro,2,1.288252305,815.6066622,COMPLETO
GH020145,Las Cruces,Central,ALA,1,2023,Pinguipes chilensis,General Carnivore ,Carnivoro,2,1.560710409,744.9002866,COMPLETO
GH020145,Las Cruces,Central,ALA,1,2023,Aplodactylus punctatus,Herbivore and Detritivore,Herbivoro,1,1.560710409,328.4400397,COMPLETO
GH020145,Las Cruces,Central,ALA,1,2023,Chromis crusma,Planktivore,Planctivoro,1,1.560710409,38.87984393,COMPLETO
GH020145,Las Cruces,Central,ALA,1,2023,Prolatilus jugularis,General Carnivore ,Carnivoro,1,1.560710409,142.6266548,COMPLETO
GH020145,Las Cruces,Central,ALA,1,2023,Scartichthys viridis,Benthic Omnivore,Herbivoro,1,1.560710409,34.34061547,COMPLETO
GH010700,Las Cruces,Central,ALA,2,2023,Cheilodactylus variegatus,Movile invertivore,Carnivoro,6,1.741223765,3123.715855,COMPLETO
GH010700,Las Cruces,Central,ALA,2,2023,Pinguipes chilensis,General Carnivore ,Carnivoro,8,1.741223765,5826.240379,COMPLETO
GH010700,Las Cruces,Central,ALA,2,2023,Scartichthys viridis,Benthic Omnivore,Herbivoro,1,1.741223765,34.34061547,COMPLETO
GH010700,Las Cruces,Central,ALA,2,2023,Aplodactylus punctatus,Herbivore and Detritivore,Herbivoro,2,1.741223765,1168.724258,COMPLETO
GH010700,Las Cruces,Central,ALA,2,2023,Graus nigra,Movile invertivore,Carnivoro,1,1.741223765,3950.219799,COMPLETO
GH010700,Las Cruces,Central,ALA,2,2023,Paralabrax humeralis ,General Carnivore ,Carnivoro,1,1.741223765,1052.94648,COMPLETO
GH010700,Las Cruces,Central,ALA,2,2023,Prolatilus jugularis,General Carnivore ,Carnivoro,1,1.741223765,32.12779091,COMPLETO
GH010700,Las Cruces,Central,ALA,2,2023,Chromis crusma,Planktivore,Planctivoro,3,1.741223765,74.13481466,COMPLETO
GH010681,Los Vilos,Central,AMERB,2,2023,Pinguipes chilensis,General Carnivore ,Carnivoro,1,1.386294361,367.920318,COMPLETO
GH010681,Los Vilos,Central,AMERB,2,2023,Helcogrammoides chilensis ,Movile invertivore,Carnivoro,1,1.386294361,0.911194701,COMPLETO
GH010681,Los Vilos,Central,AMERB,2,2023,Scartichthys viridis,Benthic Omnivore,Herbivoro,1,1.386294361,6.028391648,COMPLETO
GH010681,Los Vilos,Central,AMERB,2,2023,Aplodactylus punctatus,Herbivore and Detritivore,Herbivoro,1,1.386294361,661.8408008,COMPLETO
GOPR0001,Los Vilos,Central,AMERB,3,2023,Chromis crusma,Planktivore,Planctivoro,4,1.265856752,98.84641955,COMPLETO
GOPR0001,Los Vilos,Central,AMERB,3,2023,Pinguipes chilensis,General Carnivore ,Carnivoro,3,1.265856752,1398.185717,COMPLETO
GOPR0001,Los Vilos,Central,AMERB,3,2023,Cheilodactylus variegatus,Movile invertivore,Carnivoro,1,1.265856752,432.4677423,COMPLETO
GOPR0001,Los Vilos,Central,AMERB,3,2023,Isacia conceptionis ,Omnivore,Omnivoro,5,1.265856752,833.4694709,COMPLETO
GP010128,Los Vilos,Central,AMERB,4,2023,Chromis crusma,Planktivore,Planctivoro,5,0.598269589,123.5580244,COMPLETO
GP010128,Los Vilos,Central,AMERB,4,2023,Scartichthys viridis,Benthic Omnivore,Herbivoro,2,0.598269589,68.68123095,COMPLETO
GOPR0006,Los Vilos,Central,AMERB,5,2023,Pinguipes chilensis,General Carnivore ,Carnivoro,2,1.33217904,603.9707041,COMPLETO
GOPR0006,Los Vilos,Central,AMERB,5,2023,Cheilodactylus variegatus,Movile invertivore,Carnivoro,1,1.33217904,354.9652384,COMPLETO
GOPR0006,Los Vilos,Central,AMERB,5,2023,Aplodactylus punctatus,Herbivore and Detritivore,Herbivoro,1,1.33217904,328.4400397,COMPLETO
GOPR0006,Los Vilos,Central,AMERB,5,2023,Chromis crusma,Planktivore,Planctivoro,1,1.33217904,24.71160489,COMPLETO
GH010819,Punta de Tralca,,ALA,1,2023,Cheilodactylus variegatus,Movile invertivore,Carnivoro,1,1.676987774,432.4677423,COMPLETO
GH010819,Punta de Tralca,,ALA,1,2023,Chromis crusma,Planktivore,Planctivoro,1,1.676987774,14.45799559,COMPLETO
GH010819,Punta de Tralca,,ALA,1,2023,Pinguipes chilensis,General Carnivore ,Carnivoro,1,1.676987774,404.2476411,COMPLETO
GH010819,Punta de Tralca,,ALA,1,2023,Aplodactylus punctatus,Herbivore and Detritivore,Herbivoro,3,1.676987774,714.5362758,COMPLETO
GH010819,Punta de Tralca,,ALA,1,2023,Isacia conceptionis ,Omnivore,Omnivoro,1,1.676987774,147.6608127,COMPLETO
GH010819,Punta de Tralca,,ALA,1,2023,Scartichthys viridis,Benthic Omnivore,Herbivoro,2,1.676987774,58.57302546,COMPLETO
GH010820,Punta de Tralca,,ALA,3,2023,Scartichthys viridis,Benthic Omnivore,Herbivoro,6,0.848685558,121.1070214,COMPLETO
GH010820,Punta de Tralca,,ALA,3,2023,Pinguipes chilensis,General Carnivore ,Carnivoro,2,0.848685558,669.9056701,COMPLETO
GH010820,Punta de Tralca,,ALA,3,2023,Aplodactylus punctatus,Herbivore and Detritivore,Herbivoro,1,0.848685558,475.4173385,COMPLETO
GH010822,Punta de Tralca,,ALA,1,2023,Chromis crusma,Planktivore,Planctivoro,1,0.950270539,24.71160489,COMPLETO
GH010822,Punta de Tralca,,ALA,1,2023,Pinguipes chilensis,General Carnivore ,Carnivoro,1,0.950270539,728.2800474,COMPLETO
GH010822,Punta de Tralca,,ALA,1,2023,Scartichthys viridis,Benthic Omnivore,Herbivoro,3,0.950270539,105.4813852,COMPLETO
GH010364,Punta de Tralca,,ALA,,2023,Prolatilus jugularis,General Carnivore ,Carnivoro,1,0.920851578,142.6266548,COMPLETO
GH010364,Punta de Tralca,,ALA,,2023,Chromis crusma,Planktivore,Planctivoro,16,0.920851578,761.9673674,COMPLETO
GH010364,Punta de Tralca,,ALA,,2023,Eptatretus polytrema,,,1,0.920851578,605.5517345,COMPLETO
GH010364,Punta de Tralca,,ALA,,2023,Isacia conceptionis ,Omnivore,Omnivoro,37,0.920851578,15372.05658,COMPLETO
GH010364,Punta de Tralca,,ALA,,2023,Aplodactylus punctatus,Herbivore and Detritivore,Herbivoro,1,0.920851578,435.169875,COMPLETO
GH010364,Punta de Tralca,,ALA,,2023,Pinguipes chilensis,General Carnivore ,Carnivoro,1,0.920851578,442.9149346,COMPLETO
GH010702,Punta de Tralca,,ALA,1,2023,Pinguipes chilensis,General Carnivore ,Carnivoro,2,0.636514168,808.4952822,COMPLETO
GH010702,Punta de Tralca,,ALA,1,2023,Aplodactylus punctatus,Herbivore and Detritivore,Herbivoro,1,0.636514168,268.1920524,COMPLETO
GH010703,Punta de Tralca,,ALA,3,2023,Pinguipes chilensis,General Carnivore ,Carnivoro,2,0.636514168,622.4903797,COMPLETO
GH010703,Punta de Tralca,,ALA,3,2023,NaN,NaN,Herbivoro,0,0,0,COMPLETO
GH010703,Punta de Tralca,,ALA,3,2023,Prolatilus jugularis,General Carnivore ,Carnivoro,1,0.636514168,221.3068058,COMPLETO
GH010699,Las Cruces,,AMERB,4,2023,Cheilodactylus variegatus,Movile invertivore,Carnivoro,2,1.542675861,568.9092578,COMPLETO
GH010699,Las Cruces,,AMERB,4,2023,Pinguipes chilensis,General Carnivore ,Carnivoro,2,1.542675861,1456.560095,COMPLETO
GH010699,Las Cruces,,AMERB,4,2023,Aplodactylus punctatus,Herbivore and Detritivore,Herbivoro,1,1.542675861,435.169875,COMPLETO
GH010699,Las Cruces,,AMERB,4,2023,Scartichthys viridis,Benthic Omnivore,Herbivoro,4,1.542675861,116.7578469,COMPLETO
GH010699,Las Cruces,,AMERB,4,2023,Auchenionchus variolosus,General Carnivore ,Carnivoro,1,1.542675861,36.2104641,COMPLETO
GH010699,Las Cruces,,AMERB,4,2023,Chromis crusma,Planktivore,Planctivoro,7,1.542675861,267.0307935,COMPLETO
GH010701,Las Cruces,,AMERB,5,2023,Chromis crusma,Planktivore,Planctivoro,8,1.28687263,380.9836837,COMPLETO
GH010701,Las Cruces,,AMERB,5,2023,Cheilodactylus variegatus,Movile invertivore,Carnivoro,1,1.28687263,568.9092578,COMPLETO
GH010701,Las Cruces,,AMERB,5,2023,Aplodactylus punctatus,Herbivore and Detritivore,Herbivoro,1,1.28687263,268.1920524,COMPLETO
GH010701,Las Cruces,,AMERB,5,2023,Pinguipes chilensis,General Carnivore ,Carnivoro,2,1.28687263,1456.560095,COMPLETO
GH010701,Las Cruces,,AMERB,5,2023,Scartichthys viridis,Benthic Omnivore,Herbivoro,3,1.28687263,49.67821146,COMPLETO
GH010819B,Cobquecura,Sur Centro,AMERB,4,2024,Cheilodactylus variegatus,Movile invertivore,Carnivoro,1,1.329661349,354.9652384,COMPLETO
GH010819B,Cobquecura,Sur Centro,AMERB,4,2024,Pinguipes chilensis,General Carnivore ,Carnivoro,2,1.329661349,888.2450694,COMPLETO
GH010819B,Cobquecura,Sur Centro,AMERB,4,2024,Chromis crusma,Planktivore,Planctivoro,2,1.329661349,77.75968786,COMPLETO
GH010819B,Cobquecura,Sur Centro,AMERB,4,2024,Scartichthys viridis,Benthic Omnivore,Herbivoro,1,1.329661349,46.90835969,COMPLETO
GH010310,Las Cruces,Central,AMCP,,2022,Scartichthys viridis,Benthic Omnivore,Herbivoro,2,1.732867951,93.81671938,COMPLETO
GH010310,Las Cruces,Central,AMCP,,2022,Cheilodactylus variegatus,Movile invertivore,Carnivoro,1,1.732867951,354.9652384,COMPLETO
GH010310,Las Cruces,Central,AMCP,,2022,Bovichtus chilensis,Mobile Invertivore,Carnivoro,1,1.732867951,25.02967118,COMPLETO
GH010310,Las Cruces,Central,AMCP,,2022,Aplodactylus punctatus,Herbivore and Detritivore,Herbivoro,1,1.732867951,563.3854898,COMPLETO
GH010310,Las Cruces,Central,AMCP,,2022,Isacia conceptionis ,Omnivore,Omnivoro,1,1.732867951,85.92053127,COMPLETO
GH010318,Las Cruces,Central,AMCP,2,2022,Chromis crusma,Planktivore,Planctivoro,1,1.277034259,24.71160489,COMPLETO
GH010318,Las Cruces,Central,AMCP,2,2022,Aplodactylus punctatus,Herbivore and Detritivore,Herbivoro,1,1.277034259,215.9540645,COMPLETO
GH010318,Las Cruces,Central,AMCP,2,2022,Scartichthys viridis,Benthic Omnivore,Herbivoro,2,1.277034259,20.68273385,COMPLETO
GH010318,Las Cruces,Central,AMCP,2,2022,Pinguipes chilensis,General Carnivore ,Carnivoro,3,1.277034259,848.481711,COMPLETO
GX010092,Las Cruces,Central,AMCP,3,2022,Cheilodactylus variegatus,Movile invertivore,Carnivoro,2,0.955699891,1587.747695,COMPLETO
GX010092,Las Cruces,Central,AMCP,3,2022,Aplodactylus punctatus,Herbivore and Detritivore,Herbivoro,1,0.955699891,661.8408008,COMPLETO
GX010092,Las Cruces,Central,AMCP,3,2022,Scartichthys viridis,Benthic Omnivore,Herbivoro,4,0.955699891,53.32425886,COMPLETO
GX010091,Las Cruces,Central,AMCP,,2022,Cheilodactylus variegatus,Movile invertivore,Carnivoro,8,1.180304557,3459.741938,COMPLETO
GX010091,Las Cruces,Central,AMCP,,2022,Scartichthys viridis,Benthic Omnivore,Herbivoro,3,1.180304557,91.59034209,COMPLETO
GX010091,Las Cruces,Central,AMCP,,2022,Aplodactylus punctatus,Herbivore and Detritivore,Herbivoro,1,1.180304557,328.4400397,COMPLETO
GX010091,Las Cruces,Central,AMCP,,2022,Pinguipes chilensis,General Carnivore ,Carnivoro,4,1.180304557,2913.12019,COMPLETO
